FromStationCode,ToStationCode,DistanceMiles,DistanceMinutes
G02,N01,18.35,47.0
G02,N02,18.95,49.0
G02,N03,19.67,51.0
G02,N04,20.25,53.0
G02,N06,25.89,61.0
G02,N07,27.02,63.0
G02,N08,28.35,66.0
G02,N09,30.06,69.0
G02,N10,31.95,73.0
G02,N11,33.96,79.0
G02,N12,35.85,83.0
G03,A01,8.1,23.0
G03,A02,8.82,30.0
G03,A03,9.22,32.0
G03,A04,10.19,34.0
G03,A05,10.79,37.0
G03,A06,11.33,39.0
G03,A07,12.37,41.0
G03,A08,13.04,43.0
G03,A09,14.51,46.0
G03,A10,15.38,48.0
G03,A11,17.33,51.0
G03,A12,18.64,54.0
G03,A13,19.69,57.0
G03,A14,21.7,60.0
G03,A15,24.27,64.0
G03,B01,7.8,26.0
G03,B02,7.84,32.0
G03,B03,7.92,34.0
G03,B04,8.71,38.0
G03,B05,9.3,40.0
G03,B06,10.48,39.0
G03,B07,12.28,46.0
G03,B08,13.66,49.0
G03,B09,15.25,52.0
G03,B10,16.78,55.0
G03,B11,18.38,59.0
G03,B35,8.2,36.0
G03,C01,8.1,23.0
G03,C02,8.48,24.0
G03,C03,8.86,25.0
G03,C04,9.38,27.0
G03,C05,10.58,30.0
G03,C06,10.26,32.0
G03,C07,9.39,28.0
G03,C08,9.88,29.0
G03,C09,10.04,31.0
G03,C10,10.19,33.0
G03,C11,11.3,36.0
G03,C12,12.49,38.0
G03,C13,13.12,40.0
G03,C14,13.82,42.0
G03,C15,14.3,43.0
G03,D01,7.94,22.0
G03,D02,7.75,20.0
G03,D03,7.33,18.0
G03,D04,7.0,16.0
G03,D05,6.42,14.0
G03,D06,5.91,12.0
G03,D07,5.33,10.0
G03,D08,4.74,9.0
G03,D09,5.04,18.0
G03,D10,5.33,20.0
G03,D11,5.78,22.0
G03,D12,7.11,25.0
G03,D13,8.42,28.0
G03,E01,8.13,28.0
G03,E02,8.42,29.0
G03,E03,8.84,31.0
G03,E04,9.53,33.0
G03,E05,9.89,36.0
G03,E06,10.48,39.0
G03,E07,10.89,42.0
G03,E08,11.59,45.0
G03,E09,12.68,48.0
G03,E10,14.93,51.0
G03,F01,7.8,26.0
G03,F02,7.61,25.0
G03,F03,7.33,18.0
G03,F04,7.62,25.0
G03,F05,7.62,27.0
G03,F06,8.03,29.0
G03,F07,8.74,32.0
G03,F08,9.05,34.0
G03,F09,9.06,37.0
G03,F10,9.49,39.0
G03,F11,10.69,42.0
G03,G01,2.44,6.0
G03,G02,0.98,3.0
G03,G04,1.52,3.0
G03,G05,2.87,6.0
G03,J02,16.78,50.0
G03,J03,20.0,56.0
G03,K01,11.56,33.0
G03,K02,12.04,35.0
G03,K03,12.48,36.0
G03,K04,13.03,38.0
G03,K05,15.46,42.0
G03,K06,17.38,50.0
G03,K07,19.59,54.0
G03,K08,22.06,57.0
G03,N01,19.33,50.0
G03,N02,19.93,52.0
G03,N03,20.64,54.0
G03,N04,21.23,56.0
G03,N06,26.87,64.0
G03,N07,28.0,66.0
G03,N08,29.33,69.0
G03,N09,31.04,72.0
G03,N10,32.93,76.0
G03,N11,34.93,82.0
G03,N12,36.83,86.0
G04,A01,9.56,26.0
G04,A02,10.27,33.0
G04,A03,10.65,35.0
G04,A04,11.58,37.0
G04,A05,12.15,40.0
G04,A06,12.67,42.0
G04,A07,13.72,44.0
G04,A08,14.36,46.0
G04,A09,15.77,49.0
G04,A10,16.61,51.0
G04,A11,18.5,54.0
G04,A12,19.78,57.0
G04,A13,20.81,60.0
G04,A14,22.81,63.0
G04,A15,25.35,67.0
G04,B01,9.26,29.0
G04,B02,9.31,35.0
G04,B03,9.38,37.0
G04,B04,10.07,41.0
G04,B05,10.59,43.0
G04,B06,11.71,42.0
G04,B07,13.45,49.0
G04,B08,14.8,52.0
G04,B09,16.35,55.0
G04,B10,17.83,58.0
G04,B11,19.39,62.0
G04,B35,9.63,39.0
G04,C01,9.56,26.0
G04,C02,9.93,27.0
G04,C03,10.31,28.0
G04,C04,10.83,30.0
G04,C05,12.05,33.0
G04,C06,11.75,35.0
G04,C07,10.9,31.0
G04,C08,11.4,32.0
G04,C09,11.56,34.0
G04,C10,11.71,36.0
G04,C11,12.82,39.0
G04,C12,14.0,41.0
G04,C13,14.62,43.0
G04,C14,15.32,45.0
G04,C15,15.8,46.0
G04,D01,9.41,25.0
G04,D02,9.23,23.0
G04,D03,8.82,21.0
G04,D04,8.49,19.0
G04,D05,7.91,17.0
G04,D06,7.41,15.0
G04,D07,6.83,13.0
G04,D08,6.23,12.0
G04,D09,6.46,21.0
G04,D10,6.65,23.0
G04,D11,6.88,25.0
G04,D12,7.76,28.0
G04,D13,8.85,31.0
G04,E01,9.56,31.0
G04,E02,9.83,32.0
G04,E03,10.24,34.0
G04,E04,10.9,36.0
G04,E05,11.22,39.0
G04,E06,11.71,42.0
G04,E07,12.0,45.0
G04,E08,12.6,48.0
G04,E09,13.49,51.0
G04,E10,15.59,54.0
G04,F01,9.26,29.0
G04,F02,9.08,28.0
G04,F03,8.82,21.0
G04,F04,9.13,28.0
G04,F05,9.13,30.0
G04,F06,9.55,32.0
G04,F07,10.25,35.0
G04,F08,10.55,37.0
G04,F09,10.56,40.0
G04,F10,10.91,42.0
G04,F11,11.94,45.0
G04,G01,3.91,9.0
G04,G02,2.46,6.0
G04,G03,1.52,3.0
G04,G05,1.35,3.0
G04,J02,18.29,53.0
G04,J03,21.51,59.0
G04,K01,13.04,36.0
G04,K02,13.52,38.0
G04,K03,13.97,39.0
G04,K04,14.52,41.0
G04,K05,16.94,45.0
G04,K06,18.84,53.0
G04,K07,21.07,57.0
G04,K08,23.55,60.0
G04,N01,20.77,53.0
G04,N02,21.38,55.0
G04,N03,22.09,57.0
G04,N04,22.67,59.0
G04,N06,28.3,67.0
G04,N07,29.42,69.0
G04,N08,30.76,72.0
G04,N09,32.47,75.0
G04,N10,34.36,79.0
G04,N11,36.34,85.0
G04,N12,38.23,89.0
G05,A01,10.86,29.0
G05,A02,11.57,36.0
G05,A03,11.94,38.0
G05,A04,12.84,40.0
G05,A05,13.39,43.0
G05,A06,13.9,45.0
G05,A07,14.94,47.0
G05,A08,15.56,49.0
G05,A09,16.93,52.0
G05,A10,17.74,54.0
G05,A11,19.57,57.0
G05,A12,20.82,60.0
G05,A13,21.85,63.0
G05,A14,23.83,66.0
G05,A15,26.34,70.0
G05,B01,10.57,32.0
G05,B02,10.62,38.0
G05,B03,10.69,40.0
G05,B04,11.31,44.0
G05,B05,11.8,46.0
G05,B06,12.86,45.0
G05,B07,14.54,52.0
G05,B08,15.86,55.0
G05,B09,17.38,58.0
G05,B10,18.82,61.0
G05,B11,20.34,65.0
G05,B35,10.92,42.0
G05,C01,10.86,29.0
G05,C02,11.23,30.0
G05,C03,11.61,31.0
G05,C04,12.14,33.0
G05,C05,13.36,36.0
G05,C06,13.07,38.0
G05,C07,12.24,34.0
G05,C08,12.74,35.0
G05,C09,12.9,37.0
G05,C10,13.05,39.0
G05,C11,14.17,42.0
G05,C12,15.34,44.0
G05,C13,15.96,46.0
G05,C14,16.66,48.0
G05,C15,17.13,49.0
G05,D01,10.72,28.0
G05,D02,10.56,26.0
G05,D03,10.14,24.0
G05,D04,9.81,22.0
G05,D05,9.24,20.0
G05,D06,8.74,18.0
G05,D07,8.17,16.0
G05,D08,7.56,15.0
G05,D09,7.76,24.0
G05,D10,7.9,26.0
G05,D11,8.05,28.0
G05,D12,8.64,31.0
G05,D13,9.47,34.0
G05,E01,10.85,34.0
G05,E02,11.11,35.0
G05,E03,11.51,37.0
G05,E04,12.15,39.0
G05,E05,12.43,42.0
G05,E06,12.86,45.0
G05,E07,13.08,48.0
G05,E08,13.61,51.0
G05,E09,14.34,54.0
G05,E10,16.28,57.0
G05,F01,10.57,32.0
G05,F02,10.4,31.0
G05,F03,10.14,24.0
G05,F04,10.46,31.0
G05,F05,10.47,33.0
G05,F06,10.9,35.0
G05,F07,11.59,38.0
G05,F08,11.88,40.0
G05,F09,11.9,43.0
G05,F10,12.22,45.0
G05,F11,13.14,48.0
G05,G01,5.24,12.0
G05,G02,3.8,9.0
G05,G03,2.87,6.0
G05,G04,1.35,3.0
G05,J02,19.64,56.0
G05,J03,22.85,62.0
G05,K01,14.35,39.0
G05,K02,14.84,41.0
G05,K03,15.29,42.0
G05,K04,15.85,44.0
G05,K05,18.26,48.0
G05,K06,20.15,56.0
G05,K07,22.39,60.0
G05,K08,24.87,63.0
G05,N01,22.05,56.0
G05,N02,22.67,58.0
G05,N03,23.38,60.0
G05,N04,23.95,62.0
G05,N06,29.58,70.0
G05,N07,30.69,72.0
G05,N08,32.04,75.0
G05,N09,33.74,78.0
G05,N10,35.64,82.0
G05,N11,37.59,88.0
G05,N12,39.47,92.0
J02,A01,10.83,29.0
J02,A02,11.18,36.0
J02,A03,11.57,38.0
J02,A04,12.53,40.0
J02,A05,13.12,43.0
J02,A06,13.65,45.0
J02,A07,14.26,47.0
J02,A08,14.97,49.0
J02,A09,16.6,52.0
J02,A10,17.62,54.0
J02,A11,19.8,57.0
J02,A12,21.13,60.0
J02,A13,22.16,63.0
J02,A14,23.92,66.0
J02,A15,26.52,70.0
J02,B01,10.81,30.0
J02,B02,11.03,37.0
J02,B03,11.56,39.0
J02,B04,13.24,43.0
J02,B05,14.02,45.0
J02,B06,15.05,43.0
J02,B07,16.53,51.0
J02,B08,17.65,54.0
J02,B09,19.08,57.0
J02,B10,20.58,60.0
J02,B11,22.25,64.0
J02,B35,12.2,41.0
J02,C01,10.83,29.0
J02,C02,11.06,28.0
J02,C03,11.03,27.0
J02,C04,10.61,25.0
J02,C05,9.54,22.0
J02,C06,8.82,20.0
J02,C07,7.86,17.0
J02,C08,7.27,16.0
J02,C09,6.98,14.0
J02,C10,6.73,12.0
J02,C11,5.48,9.0
J02,C12,4.35,7.0
J02,C13,3.78,5.0
J02,C14,3.84,12.0
J02,C15,4.0,13.0
J02,D01,10.57,30.0
J02,D02,10.23,32.0
J02,D03,10.02,27.0
J02,D04,10.3,34.0
J02,D05,10.8,36.0
J02,D06,11.23,38.0
J02,D07,11.7,40.0
J02,D08,12.35,41.0
J02,D09,14.31,45.0
J02,D10,15.19,47.0
J02,D11,16.34,49.0
J02,D12,18.15,52.0
J02,D13,19.6,55.0
J02,E01,11.31,32.0
J02,E02,11.74,33.0
J02,E03,11.99,35.0
J02,E04,12.68,37.0
J02,E05,13.54,40.0
J02,E06,15.05,43.0
J02,E07,16.66,51.0
J02,E08,17.78,54.0
J02,E09,19.6,57.0
J02,E10,21.99,60.0
J02,F01,10.81,30.0
J02,F02,10.5,29.0
J02,F03,10.02,27.0
J02,F04,10.29,34.0
J02,F05,10.85,36.0
J02,F06,11.4,38.0
J02,F07,11.95,41.0
J02,F08,12.75,43.0
J02,F09,13.97,46.0
J02,F10,15.22,48.0
J02,F11,16.51,51.0
J02,G01,14.56,44.0
J02,G02,15.9,47.0
J02,G03,16.78,50.0
J02,G04,18.29,53.0
J02,G05,19.64,56.0
J02,J03,3.31,6.0
J02,K01,9.73,30.0
J02,K02,9.8,32.0
J02,K03,9.87,33.0
J02,K04,10.06,35.0
J02,K05,11.49,39.0
J02,K06,13.3,42.0
J02,K07,14.57,46.0
J02,K08,16.6,49.0
J02,N01,15.58,47.0
J02,N02,15.94,49.0
J02,N03,16.51,51.0
J02,N04,17.2,53.0
J02,N06,22.36,61.0
J02,N07,23.44,63.0
J02,N08,24.64,66.0
J02,N09,26.32,69.0
J02,N10,28.0,73.0
J02,N11,30.42,79.0
J02,N12,32.34,83.0
J03,A01,14.14,35.0
J03,A02,14.47,42.0
J03,A03,14.86,44.0
J03,A04,15.79,46.0
J03,A05,16.35,49.0
J03,A06,16.87,51.0
J03,A07,17.43,53.0
J03,A08,18.11,55.0
J03,A09,19.69,58.0
J03,A10,20.7,60.0
J03,A11,22.84,63.0
J03,A12,24.13,66.0
J03,A13,25.14,69.0
J03,A14,26.82,72.0
J03,A15,29.38,76.0
J03,B01,14.12,36.0
J03,B02,14.34,43.0
J03,B03,14.87,45.0
J03,B04,16.55,49.0
J03,B05,17.33,51.0
J03,B06,18.34,49.0
J03,B07,19.79,57.0
J03,B08,20.87,60.0
J03,B09,22.26,63.0
J03,B10,23.73,66.0
J03,B11,25.38,70.0
J03,B35,15.51,47.0
J03,C01,14.14,35.0
J03,C02,14.36,34.0
J03,C03,14.33,33.0
J03,C04,13.9,31.0
J03,C05,12.8,28.0
J03,C06,12.11,26.0
J03,C07,11.17,23.0
J03,C08,10.58,22.0
J03,C09,10.28,20.0
J03,C10,10.03,18.0
J03,C11,8.73,15.0
J03,C12,7.51,13.0
J03,C13,6.89,11.0
J03,C14,6.91,18.0
J03,C15,6.98,19.0
J03,D01,13.88,36.0
J03,D02,13.54,38.0
J03,D03,13.33,33.0
J03,D04,13.6,40.0
J03,D05,14.1,42.0
J03,D06,14.53,44.0
J03,D07,14.98,46.0
J03,D08,15.64,47.0
J03,D09,17.59,51.0
J03,D10,18.47,53.0
J03,D11,19.63,55.0
J03,D12,21.44,58.0
J03,D13,22.88,61.0
J03,E01,14.62,38.0
J03,E02,15.05,39.0
J03,E03,15.29,41.0
J03,E04,15.96,43.0
J03,E05,16.83,46.0
J03,E06,18.34,49.0
J03,E07,19.97,57.0
J03,E08,21.09,60.0
J03,E09,22.91,63.0
J03,E10,25.3,66.0
J03,F01,14.12,36.0
J03,F02,13.81,35.0
J03,F03,13.33,33.0
J03,F04,13.6,40.0
J03,F05,14.15,42.0
J03,F06,14.67,44.0
J03,F07,15.16,47.0
J03,F08,15.92,49.0
J03,F09,17.15,52.0
J03,F10,18.36,54.0
J03,F11,19.55,57.0
J03,G01,17.83,50.0
J03,G02,19.14,53.0
J03,G03,20.0,56.0
J03,G04,21.51,59.0
J03,G05,22.85,62.0
J03,J02,3.31,6.0
J03,K01,12.96,36.0
J03,K02,13.0,38.0
J03,K03,13.05,39.0
J03,K04,13.19,41.0
J03,K05,14.31,45.0
J03,K06,15.88,48.0
J03,K07,16.76,52.0
J03,K08,18.42,55.0
J03,N01,18.08,53.0
J03,N02,18.35,55.0
J03,N03,18.84,57.0
J03,N04,19.51,59.0
J03,N06,24.27,67.0
J03,N07,25.3,69.0
J03,N08,26.41,72.0
J03,N09,28.03,75.0
J03,N10,29.6,79.0
J03,N11,32.14,85.0
J03,N12,34.03,89.0
K01,A01,3.51,10.0
K01,A02,3.64,17.0
K01,A03,3.9,19.0
K01,A04,4.67,21.0
K01,A05,5.22,24.0
K01,A06,5.75,26.0
K01,A07,6.39,28.0
K01,A08,7.14,30.0
K01,A09,8.83,33.0
K01,A10,9.87,35.0
K01,A11,12.09,38.0
K01,A12,13.45,41.0
K01,A13,14.53,44.0
K01,A14,16.39,47.0
K01,A15,19.04,51.0
K01,B01,3.79,17.0
K01,B02,4.13,19.0
K01,B03,4.71,21.0
K01,B04,6.1,25.0
K01,B05,6.75,27.0
K01,B06,7.59,30.0
K01,B07,8.93,33.0
K01,B08,10.02,36.0
K01,B09,11.45,39.0
K01,B10,12.97,42.0
K01,B11,14.66,46.0
K01,B35,5.21,23.0
K01,C01,3.51,10.0
K01,C02,3.16,9.0
K01,C03,2.79,8.0
K01,C04,2.27,6.0
K01,C05,1.03,3.0
K01,C06,1.69,10.0
K01,C07,2.82,13.0
K01,C08,3.21,14.0
K01,C09,3.83,16.0
K01,C10,4.34,18.0
K01,C11,5.69,21.0
K01,C12,6.92,23.0
K01,C13,7.44,25.0
K01,C14,7.96,32.0
K01,C15,8.43,33.0
K01,D01,3.63,11.0
K01,D02,3.81,13.0
K01,D03,4.24,15.0
K01,D04,4.57,17.0
K01,D05,5.15,19.0
K01,D06,5.65,21.0
K01,D07,6.25,23.0
K01,D08,6.82,24.0
K01,D09,8.7,28.0
K01,D10,9.49,30.0
K01,D11,10.61,32.0
K01,D12,12.33,35.0
K01,D13,13.7,38.0
K01,E01,4.16,24.0
K01,E02,4.49,25.0
K01,E03,4.65,27.0
K01,E04,5.2,29.0
K01,E05,6.06,32.0
K01,E06,7.59,30.0
K01,E07,9.35,38.0
K01,E08,10.47,41.0
K01,E09,12.33,44.0
K01,E10,14.63,47.0
K01,F01,3.79,17.0
K01,F02,3.97,22.0
K01,F03,4.24,15.0
K01,F04,4.81,22.0
K01,F05,5.43,24.0
K01,F06,6.41,26.0
K01,F07,7.5,29.0
K01,F08,8.41,31.0
K01,F09,9.35,34.0
K01,F10,10.75,36.0
K01,F11,12.37,39.0
K01,G01,9.13,27.0
K01,G02,10.59,30.0
K01,G03,11.56,33.0
K01,G04,13.04,36.0
K01,G05,14.35,39.0
K01,J02,9.73,30.0
K01,J03,12.96,36.0
K01,K02,0.51,2.0
K01,K03,0.98,3.0
K01,K04,1.53,5.0
K01,K05,3.9,9.0
K01,K06,5.83,12.0
K01,K07,8.03,16.0
K01,K08,10.51,19.0
K01,N01,7.88,17.0
K01,N02,8.45,19.0
K01,N03,9.15,21.0
K01,N04,9.77,23.0
K01,N06,15.42,31.0
K01,N07,16.55,33.0
K01,N08,17.87,36.0
K01,N09,19.58,39.0
K01,N10,21.44,43.0
K01,N11,23.55,49.0
K01,N12,25.46,53.0
K02,A01,4.0,12.0
K02,A02,4.15,19.0
K02,A03,4.41,21.0
K02,A04,5.16,23.0
K02,A05,5.69,26.0
K02,A06,6.2,28.0
K02,A07,6.8,30.0
K02,A08,7.53,32.0
K02,A09,9.19,35.0
K02,A10,10.23,37.0
K02,A11,12.45,40.0
K02,A12,13.8,43.0
K02,A13,14.87,46.0
K02,A14,16.71,49.0
K02,A15,19.36,53.0
K02,B01,4.29,19.0
K02,B02,4.62,21.0
K02,B03,5.2,23.0
K02,B04,6.6,27.0
K02,B05,7.26,29.0
K02,B06,8.09,32.0
K02,B07,9.41,35.0
K02,B08,10.47,38.0
K02,B09,11.88,41.0
K02,B10,13.39,44.0
K02,B11,15.07,48.0
K02,B35,5.71,25.0
K02,C01,4.0,12.0
K02,C02,3.67,11.0
K02,C03,3.3,10.0
K02,C04,2.78,8.0
K02,C05,1.54,5.0
K02,C06,2.14,12.0
K02,C07,3.2,15.0
K02,C08,3.53,16.0
K02,C09,4.17,18.0
K02,C10,4.68,20.0
K02,C11,5.96,23.0
K02,C12,7.15,25.0
K02,C13,7.65,27.0
K02,C14,8.13,34.0
K02,C15,8.6,35.0
K02,D01,4.12,13.0
K02,D02,4.29,15.0
K02,D03,4.71,17.0
K02,D04,5.04,19.0
K02,D05,5.62,21.0
K02,D06,6.12,23.0
K02,D07,6.72,25.0
K02,D08,7.3,26.0
K02,D09,9.19,30.0
K02,D10,9.98,32.0
K02,D11,11.11,34.0
K02,D12,12.83,37.0
K02,D13,14.21,40.0
K02,E01,4.67,26.0
K02,E02,5.0,27.0
K02,E03,5.16,29.0
K02,E04,5.7,31.0
K02,E05,6.56,34.0
K02,E06,8.09,32.0
K02,E07,9.86,40.0
K02,E08,10.98,43.0
K02,E09,12.84,46.0
K02,E10,15.13,49.0
K02,F01,4.29,19.0
K02,F02,4.46,24.0
K02,F03,4.71,17.0
K02,F04,5.26,24.0
K02,F05,5.88,26.0
K02,F06,6.84,28.0
K02,F07,7.9,31.0
K02,F08,8.81,33.0
K02,F09,9.77,36.0
K02,F10,11.17,38.0
K02,F11,12.79,41.0
K02,G01,9.61,29.0
K02,G02,11.07,32.0
K02,G03,12.04,35.0
K02,G04,13.52,38.0
K02,G05,14.84,41.0
K02,J02,9.8,32.0
K02,J03,13.0,38.0
K02,K01,0.51,2.0
K02,K03,0.47,1.0
K02,K04,1.02,3.0
K02,K05,3.42,7.0
K02,K06,5.37,10.0
K02,K07,7.55,14.0
K02,K08,10.02,17.0
K02,N01,7.46,15.0
K02,N02,8.02,17.0
K02,N03,8.72,19.0
K02,N04,9.35,21.0
K02,N06,14.98,29.0
K02,N07,16.11,31.0
K02,N08,17.43,34.0
K02,N09,19.15,37.0
K02,N10,21.0,41.0
K02,N11,23.12,47.0
K02,N12,25.04,51.0
K03,A01,4.46,13.0
K03,A02,4.61,20.0
K03,A03,4.87,22.0
K03,A04,5.61,24.0
K03,A05,6.13,27.0
K03,A06,6.62,29.0
K03,A07,7.19,31.0
K03,A08,7.9,33.0
K03,A09,9.55,36.0
K03,A10,10.59,38.0
K03,A11,12.79,41.0
K03,A12,14.14,44.0
K03,A13,15.2,47.0
K03,A14,17.02,50.0
K03,A15,19.66,54.0
K03,B01,4.75,20.0
K03,B02,5.07,22.0
K03,B03,5.65,24.0
K03,B04,7.07,28.0
K03,B05,7.73,30.0
K03,B06,8.55,33.0
K03,B07,9.85,36.0
K03,B08,10.9,39.0
K03,B09,12.29,42.0
K03,B10,13.78,45.0
K03,B11,15.45,49.0
K03,B35,6.17,26.0
K03,C01,4.46,13.0
K03,C02,4.13,12.0
K03,C03,3.76,11.0
K03,C04,3.25,9.0
K03,C05,2.01,6.0
K03,C06,2.58,13.0
K03,C07,3.57,16.0
K03,C08,3.86,17.0
K03,C09,4.5,19.0
K03,C10,5.01,21.0
K03,C11,6.23,24.0
K03,C12,7.37,26.0
K03,C13,7.85,28.0
K03,C14,8.31,35.0
K03,C15,8.76,36.0
K03,D01,4.58,14.0
K03,D02,4.73,16.0
K03,D03,5.15,18.0
K03,D04,5.48,20.0
K03,D05,6.06,22.0
K03,D06,6.56,24.0
K03,D07,7.16,26.0
K03,D08,7.74,27.0
K03,D09,9.64,31.0
K03,D10,10.44,33.0
K03,D11,11.57,35.0
K03,D12,13.29,38.0
K03,D13,14.67,41.0
K03,E01,5.13,27.0
K03,E02,5.46,28.0
K03,E03,5.63,30.0
K03,E04,6.17,32.0
K03,E05,7.02,35.0
K03,E06,8.55,33.0
K03,E07,10.33,41.0
K03,E08,11.45,44.0
K03,E09,13.3,47.0
K03,E10,15.59,50.0
K03,F01,4.75,20.0
K03,F02,4.91,25.0
K03,F03,5.15,18.0
K03,F04,5.68,25.0
K03,F05,6.31,27.0
K03,F06,7.25,29.0
K03,F07,8.27,32.0
K03,F08,9.19,34.0
K03,F09,10.17,37.0
K03,F10,11.57,39.0
K03,F11,13.17,42.0
K03,G01,10.05,30.0
K03,G02,11.51,33.0
K03,G03,12.48,36.0
K03,G04,13.97,39.0
K03,G05,15.29,42.0
K03,J02,9.87,33.0
K03,J03,13.05,39.0
K03,K01,0.98,3.0
K03,K02,0.47,1.0
K03,K04,0.56,2.0
K03,K05,2.98,6.0
K03,K06,4.96,9.0
K03,K07,7.11,13.0
K03,K08,9.58,16.0
K03,N01,7.08,14.0
K03,N02,7.63,16.0
K03,N03,8.33,18.0
K03,N04,8.96,20.0
K03,N06,14.59,28.0
K03,N07,15.72,30.0
K03,N08,17.03,33.0
K03,N09,18.75,36.0
K03,N10,20.6,40.0
K03,N11,22.74,46.0
K03,N12,24.66,50.0
K04,A01,5.02,15.0
K04,A02,5.16,22.0
K04,A03,5.42,24.0
K04,A04,6.12,26.0
K04,A05,6.61,29.0
K04,A06,7.08,31.0
K04,A07,7.6,33.0
K04,A08,8.29,35.0
K04,A09,9.9,38.0
K04,A10,10.93,40.0
K04,A11,13.12,43.0
K04,A12,14.45,46.0
K04,A13,15.5,49.0
K04,A14,17.3,52.0
K04,A15,19.93,56.0
K04,B01,5.3,22.0
K04,B02,5.63,24.0
K04,B03,6.21,26.0
K04,B04,7.62,30.0
K04,B05,8.27,32.0
K04,B06,9.07,35.0
K04,B07,10.33,38.0
K04,B08,11.35,41.0
K04,B09,12.71,44.0
K04,B10,14.18,47.0
K04,B11,15.84,51.0
K04,B35,6.73,28.0
K04,C01,5.02,15.0
K04,C02,4.68,14.0
K04,C03,4.31,13.0
K04,C04,3.8,11.0
K04,C05,2.55,8.0
K04,C06,3.14,15.0
K04,C07,4.11,18.0
K04,C08,4.36,19.0
K04,C09,5.01,21.0
K04,C10,5.51,23.0
K04,C11,6.68,26.0
K04,C12,7.77,28.0
K04,C13,8.21,30.0
K04,C14,8.64,37.0
K04,C15,9.08,38.0
K04,D01,5.14,16.0
K04,D02,5.29,18.0
K04,D03,5.71,20.0
K04,D04,6.04,22.0
K04,D05,6.62,24.0
K04,D06,7.12,26.0
K04,D07,7.71,28.0
K04,D08,8.3,29.0
K04,D09,10.2,33.0
K04,D10,11.0,35.0
K04,D11,12.13,37.0
K04,D12,13.85,40.0
K04,D13,15.23,43.0
K04,E01,5.69,29.0
K04,E02,6.01,30.0
K04,E03,6.17,32.0
K04,E04,6.69,34.0
K04,E05,7.54,37.0
K04,E06,9.07,35.0
K04,E07,10.86,43.0
K04,E08,11.98,46.0
K04,E09,13.84,49.0
K04,E10,16.11,52.0
K04,F01,5.3,22.0
K04,F02,5.47,27.0
K04,F03,5.71,20.0
K04,F04,6.23,27.0
K04,F05,6.86,29.0
K04,F06,7.79,31.0
K04,F07,8.79,34.0
K04,F08,9.71,36.0
K04,F09,10.71,39.0
K04,F10,12.11,41.0
K04,F11,13.69,44.0
K04,G01,10.61,32.0
K04,G02,12.07,35.0
K04,G03,13.03,38.0
K04,G04,14.52,41.0
K04,G05,15.85,44.0
K04,J02,10.06,35.0
K04,J03,13.19,41.0
K04,K01,1.53,5.0
K04,K02,1.02,3.0
K04,K03,0.56,2.0
K04,K05,2.43,4.0
K04,K06,4.43,7.0
K04,K07,6.55,11.0
K04,K08,9.02,14.0
K04,N01,6.58,12.0
K04,N02,7.11,14.0
K04,N03,7.8,16.0
K04,N04,8.45,18.0
K04,N06,14.07,26.0
K04,N07,15.19,28.0
K04,N08,16.5,31.0
K04,N09,18.22,34.0
K04,N10,20.06,38.0
K04,N11,22.22,44.0
K04,N12,24.14,48.0
K05,A01,7.41,19.0
K05,A02,7.52,26.0
K05,A03,7.72,28.0
K05,A04,8.28,30.0
K05,A05,8.66,33.0
K05,A06,9.03,35.0
K05,A07,9.38,37.0
K05,A08,9.95,39.0
K05,A09,11.39,42.0
K05,A10,12.35,44.0
K05,A11,14.43,47.0
K05,A12,15.69,50.0
K05,A13,16.69,53.0
K05,A14,18.37,56.0
K05,A15,20.93,60.0
K05,B01,7.69,26.0
K05,B02,8.03,28.0
K05,B03,8.61,30.0
K05,B04,9.94,34.0
K05,B05,10.54,36.0
K05,B06,11.22,39.0
K05,B07,12.31,42.0
K05,B08,13.19,45.0
K05,B09,14.41,48.0
K05,B10,15.77,51.0
K05,B11,17.36,55.0
K05,B35,9.1,32.0
K05,C01,7.41,19.0
K05,C02,7.05,18.0
K05,C03,6.68,17.0
K05,C04,6.15,15.0
K05,C05,4.91,12.0
K05,C06,5.56,19.0
K05,C07,6.53,22.0
K05,C08,6.76,23.0
K05,C09,7.39,25.0
K05,C10,7.88,27.0
K05,C11,8.95,30.0
K05,C12,9.89,32.0
K05,C13,10.26,34.0
K05,C14,10.6,41.0
K05,C15,10.98,42.0
K05,D01,7.54,20.0
K05,D02,7.71,22.0
K05,D03,8.13,24.0
K05,D04,8.46,26.0
K05,D05,9.04,28.0
K05,D06,9.54,30.0
K05,D07,10.14,32.0
K05,D08,10.72,33.0
K05,D09,12.6,37.0
K05,D10,13.39,39.0
K05,D11,14.51,41.0
K05,D12,16.2,44.0
K05,D13,17.56,47.0
K05,E01,8.04,33.0
K05,E02,8.33,34.0
K05,E03,8.46,36.0
K05,E04,8.91,38.0
K05,E05,9.72,41.0
K05,E06,11.22,39.0
K05,E07,13.07,47.0
K05,E08,14.17,50.0
K05,E09,16.03,53.0
K05,E10,18.23,56.0
K05,F01,7.69,26.0
K05,F02,7.88,31.0
K05,F03,8.13,24.0
K05,F04,8.66,31.0
K05,F05,9.29,33.0
K05,F06,10.22,35.0
K05,F07,11.2,38.0
K05,F08,12.11,40.0
K05,F09,13.13,43.0
K05,F10,14.53,45.0
K05,F11,16.1,48.0
K05,G01,13.03,36.0
